Date,Season,Competition,Game Week,Group,Time,Match Venue,Home Team,Away Team,HTHG,HTAG,FTHG,FTAG,FTR,Remarks,Notes,HomeTeam Goals,AwayTeam Goals,HomeTeam XI,HomeTeam Reserves,AwayTeam XI,AwayTeam Reserves,HomeTeam Coach,AwayTeam Coach,Penalties
19/01/2022,2021/22,2023 NWFL Regular Season,5,A,4:00 PM,"U. J. Esuene Stadium, Calabar, C/River",Pelican Stars FC,Edo Queens FC,0,0,0,1,A,Completed,,,Abideen Suliat(66),,,,,,,
26/01/2022,2021/22,2023 NWFL Regular Season,6,A,4:00 PM,"Old Parade Ground, Area 10, Abuja",Naija Ratels FC,Nasarawa Amazons FC,0,1,0,1,A,Completed,,,Tarnum Dooshima(27),"OMILANA FAITH, OLUWASEUN ANANI, ANIMASHAUN AISHAT, BOIGYANDE LOVETH, ALI PAULINA, OLAMIDE OYINLOLA, EMMANUEL BLESSING, ADUGBE OLAMIDE, DANIEL PRECIOUS, BELLO AMINAT, FOLORUNSHO AMINAT","OHIA DORIS, ORSHIO PAULINA, AGAMA ZIPEREKEFHEGE, UNOGWU DEBORAH, IGBOKWE JOY, ALUA CHIOMA, BANKOLE SOFIAT, ADESHINA TUMININU, BALOGUN YETUNDE","35. AKEREKOR RITA, 29. EDEH LOVETH, 26. OKPALA MAUREEN, 5 IBADIN MARY, 6 ISAH SIKIRATU, 29 DURU JOY, 33. OKORONKWO AMARACHI, 18. MATHIAS JOSEPHINE, 11. TARNUM DOOSHIMA, 15 AWEDA TITILAYO, 19 OWOEYE TEMILOPE",,,,
26/01/2022,2021/22,2023 NWFL Regular Season,6,A,4:00 PM,"Patani Stadium, Gombe State",Adamawa Queens FC,Pelican Stars FC,0,0,1,0,H,Completed,,Ijeoma Obi(57[P]),,,,,,,,
26/01/2022,2021/22,2023 NWFL Regular Season,6,A,6:00 PM,"Samuel Ogbemudia Stadium, Benin, Edo",Edo Queens FC,Osun Babes FC,1,0,3,0,H,Completed,,"Adaobi Okah(32,71), Yemisi Samuel(67)",,"Nkiruka Obidinma 21, Lucky Odiri 2, Sunday Blessing 13, Akudo Ogbonna 12, Goodness Onyebuchi 18, Essien Emem 30, Chioma Oliseh 16, Yemisi Samuel 19, Abideen Suliat 22, Adaobi Okah 25, Yetunde Fajobi 33","Shukurat Bakare 1, Julius Nneka 10, Elizabeth Zirike 32, Odueke Omotoke 15, Abibat Agbaji 11, Deborah Odiagbe 23, Edewor Precious 34, Osaghare Glory 20, Mifisere Kafayat 4",,,,,
2/2/2022,2021/22,2023 NWFL Regular Season,7,A,4:00 PM,"Lafia City Stadium, Nasarawa State",Nasarawa Amazons FC,Confluence Queens FC,1,0,2,0,H,Completed,,"Aweda Titilayo(33,68)",,,,,,,,
2/2/2022,2021/22,2023 NWFL Regular Season,7,A,4:00 PM,"U. J. Esuene Stadium, Calabar, C/River",Pelican Stars FC,Naija Ratels FC,0,0,1,0,H,Completed,,Bella Obioma(85[P]),,,,,,,,
2/2/2022,2021/22,2023 NWFL Regular Season,7,A,4:00 PM,"Osogbo City Stadium, Osun State",Osun Babes FC,Adamawa Queens FC,1,0,1,0,H,Completed,,Akwubo Obianuju(45),,,,,,,,
23/02/2022,2021/22,2023 NWFL Regular Season,8,A,4:00 PM,"Lokoja Confluence Stadium, Kogi State",Confluence Queens FC,Nasarawa Amazons FC,1,0,1,0,H,Completed,,Merit Offor(16),,,,"35 AKEREKOR RITA, 26 OKPALA MAUREEN, 5 IBADIN MARY, 22 DURU JOY, 29 EDEH LOVETH, 4 KALU CHINYERE, 20 AMOO BASIRAT, 10 CHRISTOPHER PRECIOUS, 18 MATHIAS JOSEPHINE, 11 TARNUM DOOSHIMA, 15 AWEDA TITILAYO","32 CHUCKWU UCHENNA, 16 YUSUF HANNAH, 3 UMANNAH INIOBONG, 25 ODOMA AMARACHI, 12 OPARA CHIMEMBERE, 21 OLADITI BOLA, 13 AYATSEA HEMBAFAN R., 9 IDOKO MERCY, 19 OWOEYE TEMILOPE J.",,MUSA CHRISTOPHER DANJUMA,
23/02/2022,2021/22,2023 NWFL Regular Season,8,A,4:00 PM,"Old Parade Ground, Area 10, Abuja",Naija Ratels FC,Pelican Stars FC,2,0,3,0,H,Completed,,"Motunrayo Ezekiel(11,19,47)",,"33 OHIA DORIS(GK), 7 ANIMASHAUN AISHAT, 15 OLADEJI OLUWABUNMI, 8 EMMANUEL BLESSING, 24 ALUA CHIOMA, 21 BANKOLE SOFIAT, 18 AGAMA ZIPEREKEFHEGE, 2 EZEKIEL MOTUNRAYO, 3 ISAAC DELIGHT, 11 ORSHIO PAULINA","31. EDWARD FAVOUR, 6. BOIGYANDE LOVETH, 13. DZER JOSEPHINE, 27. OTUBO PATIENCE. 10. ADUGBE OLAMIDE. 34.OLUWASESAN TEMILADE, 25. UNOGWU DEBORAH",,,,,
23/02/2022,2021/22,2023 NWFL Regular Season,8,A,4:00 PM,"Patani Stadium, Gombe State",Adamawa Queens FC,Osun Babes FC,2,1,2,1,H,Completed,,"Happiness Okechukwu(7), Ijeoma Obi(26)",Patience Dike(41[P]),"Cynthia Oguchi, Godiya Sunday, Artetan Rejoice, Paul Immaculate, Francisca Tseke, Monica Sabo, Happiness Okechi, Juliana Obi, Yusuf Nana, Mbosowo Emmanuel, Eunice Ezeani",,"Nwachukwu Elizabeth, Barnabas Blessing, Akaka Joy, Dike patience, Akwubo Obianuju, Idowu kuku, Esther Elijah, Abdulkabir Mariam, Oluchi Okwara,Maryann ohadiwe,Marcus Grace",,,,
2/3/2022,2021/22,2023 NWFL Regular Season,9,A,4:00 PM,"U. J. Esuene Stadium, Calabar, C/River",Pelican Stars FC,Confluence Queens FC,0,0,1,1,D,Completed,,Favour Nkwocha(64),Sylvia Echeafulam(90+3[P]),,,,,,,
2/3/2022,2021/22,2023 NWFL Regular Season,9,A,4:00 PM,"Osogbo City Stadium, Osun State",Osun Babes FC,Naija Ratels FC,0,0,0,0,D,Completed,,,,,,,,,,
2/3/2022,2021/22,2023 NWFL Regular Season,9,A,6:00 PM,"Samuel Ogbemudia Stadium, Benin, Edo",Edo Queens FC,Adamawa Queens FC,2,0,2,0,H,Completed,,"Adaobi Okah(6), Suliat Abideen(23)",,,,,,,,
9/3/2022,2021/22,2023 NWFL Regular Season,10,A,4:00 PM,"Lafia City Stadium, Nasarawa State",Nasarawa Amazons FC,Pelican Stars FC,1,0,3,0,H,Completed,,"Josephine Mathias(18), Dooshima Tarnum(53), Chimebere Opara(56)",,"32 CHUKWU UCHENNA, 26 OKPALA MAUREEN, 5 IBADIN MARY, 22 DURU JOY, 29 EDEH LOVETH, 33 OKORONKWO AMARACHI, 25 ODOMA AMARACHI, 18 MATHIAS JOSEPHINE, 12 OPARA CHIMEBERE, 11 TARNUM DOOSHIMA, 15 AWEDA TITILAYO","35 AKAREKOR RITA, 1 BONIFACE AUGUSTINA, 6 ISAH SIKIRATU, 3 UMANAH INIOBONG, 16 YUSUF HANNAH, 21 OLADITI BOLA, 13 AYATSEA HEMBAFAN R., 10 CHRISTOPHER PRECIOUS, 19 OWOEYE TEMILOPE",,,,,
9/3/2022,2021/22,2023 NWFL Regular Season,10,A,4:00 PM,"Lokoja Confluence Stadium, Kogi State",Confluence Queens FC,Osun Babes FC,0,0,0,0,D,Completed,,,,"Thompson Agatha, Mary Opara, Hauwa Abdulahi, Saidat Adebiyi, Florence Alexander, Jennifer Oliver, Suliyat Hassan, Favour Nkwocha, Ibinabo Georgewill, Chinansa Enuma, Merit Offor,",,"Nwanchukwu Elizabeth, Barnabas Blessing, Dike Patience, Akwubo Obianuju, Kemi Abiodun, Idowu Kuku, Grace Marcus, Maryann Ohadiwe, Joy Akaka, Bolaji Olamide, Oluchi Okwara",,,,
9/3/2022,2021/22,2023 NWFL Regular Season,10,A,4:00 PM,"Old Parade Ground, Area 10, Abuja",Naija Ratels FC,Edo Queens FC,0,2,0,3,A,Completed,,,"Yemisi Samuel(7,13), Chioma Olise(78)",,,"Nkiruka Obidinma 21, Odiri Ugbehru 2, Emem Essien 30, Sunday Blessing 13, Onyebuchi Goodness 18, Akudo Ogbonna 12, Adaobi Okay 25, Olise Chioma 16, Samuel Yemisi 19, Suliat Abideen 22, Agbaji Abibat 11","Bakare Shukurat 1, Nneka Julius 10, Odueke Omotoke 15, Odiagbe Deborah 23 Elizabeth Zirike 32, Yetunde Fajobi 33, Glory Osaghea 20, Opeyemi Sunday 13, Kafayat Mafisere 4",,,
16/03/2022,2021/22,2023 NWFL Regular Season,11,A,4:00 PM,"Osogbo City Stadium, Osun State",Osun Babes FC,Nasarawa Amazons FC,1,0,1,0,H,Completed,,Maryann Ohadiwe(33),,,,,,,,
16/03/2022,2021/22,2023 NWFL Regular Season,11,A,6:00 PM,"Samuel Ogbemudia Stadium, Benin, Edo",Edo Queens FC,Confluence Queens FC,2,0,2,0,H,Completed,,"Suliat Abideen(24,42)",,,,,,,,
16/03/2022,2021/22,2023 NWFL Regular Season,11,A,4:00 PM,"Patani Stadium, Gombe State",Adamawa Queens FC,Naija Ratels FC,1,1,2,3,A,Completed,,"Ijeoma Obi(6), Eunice Ezeani (90+1)","Anani Oluwaseun(42), Agama Ziperekefhege(58), Aminat Folorunsho(85)",,,,,,,
23/03/2022,2021/22,2023 NWFL Regular Season,12,A,4:00 PM,"Lafia City Stadium, Nasarawa State",Nasarawa Amazons FC,Edo Queens FC,1,0,2,0,H,Completed,,"Chimeberem Opara(6), Tarnum Dooshima(51)",,,,"Nkiruka Obidinma 21, Sunday Blessing 13, Emem Essien 30, Nneka Julius 10, Onyebuchi Goodness 18, Akudo Ogbonna 12, Adaobi Okah 25, Olise Chioma 16, Samuel Yemisi 19, Abideen Suliat 22, Abibat Agbaji",,,,
23/03/2022,2021/22,2023 NWFL Regular Season,12,A,4:00 PM,"Lokoja Confluence Stadium, Kogi State",Confluence Queens FC,Adamawa Queens FC,0,0,1,0,H,Completed,,Favour Nkwocha(62),,"Thompson Agatha 13, Shoremekun Kemi 16, Hauwa Abdulahi 28, Saidat Adebiyi 12, Florence Alexander 6, Joy Michael 5, Hassan Suliyat 8, Augustina Unamba 31, Ibinabo Georgewill 9, Favour Nkwocha 7, Merit Offo",,,,,,
23/03/2022,2021/22,2023 NWFL Regular Season,12,A,4:00 PM,"U. J. Esuene Stadium, Calabar, C/River",Pelican Stars FC,Osun Babes FC,0,0,0,2,A,Completed,,,"Marcus Grace(63), Alvine Dahz(90)","Fubiana Briggs, Onyinye Igwe, Victoria Bassey, Hannah Amos, Obianuju Joseph, Kelechi Orgii, Joy Okoronkwo, Veronica Idoko, Shola Awotubo, Katon Waken, Orie Etoti",,"Elizabeth Nwanchukwu, Blessing Barnabas, Patience Dike, Esther Elijah, Kuku Idowu, Akwubo Obianuju, Bolaji Olamide, Oluchi Okwara, Maryann Ohadiwe, Alvine Dahz, Marcus Grace",,,,
30/03/2022,2021/22,2023 NWFL Regular Season,13,A,4:00 PM,"Patani Stadium, Gombe State",Adamawa Queens FC,Nasarawa Amazons FC,,,0,1,A,Completed,,,,,,,,,,
30/03/2022,2021/22,2023 NWFL Regular Season,13,A,4:00 PM,"Old Parade Ground, Area 10, Abuja",Naija Ratels FC,Confluence Queens FC,0,1,2,1,H,Completed,,"Folorunsho Aminat(63), Motunrayo Ezekiel(90+4)",Augustina Unamba(8),,,"Linda Jiwuaku, Soremekun Kemi, Hauwa Abdulahi, Florence Alexander, Joy Micheal, Jennifer Oliver, Saidat Adebiyi, Zainab Azeez, Suliyat Hassan, Favour Nkwocha, Augustina Unamba.",,,,
30/03/2022,2021/22,2023 NWFL Regular Season,13,A,6:00 PM,"Samuel Ogbemudia Stadium, Benin, Edo",Edo Queens FC,Pelican Stars FC,2,0,4,0,H,Completed,,"Chioma Olise(20,76), Yemisi Samuel(31), Oritoke Odueke(49),",,,,,,,,
6/4/2022,2021/22,2023 NWFL Regular Season,14,A,4:00 PM,"Lafia City Stadium, Nasarawa State",Nasarawa Amazons FC,Naija Ratels FC,,,3,2,H,Completed,,,,,,,,,,
6/4/2022,2021/22,2023 NWFL Regular Season,14,A,4:00 PM,"U. J. Esuene Stadium, Calabar, C/River",Pelican Stars FC,Adamawa Queens FC,,,0,1,A,Completed,,,,,,,,,,
6/4/2022,2021/22,2023 NWFL Regular Season,14,A,4:00 PM,"Osogbo City Stadium, Osun State",Osun Babes FC,Edo Queens FC,,,2,0,H,Completed,,,,,,,,,,
8/12/2021,2021/22,2023 NWFL Regular Season,1,B,4:00 PM,"Legacy Pitch, Surulere, Lagos State",FC Robo Queens,Abia Angels FC,,,2,0,H,Completed,,,,,,,,,,
8/12/2021,2021/22,2023 NWFL Regular Season,1,B,4:00 PM,"Asaba Township Stadium, Delta State",Delta Queens FC,Rivers Angels FC,,,0,0,D,Completed,,,,,,,,,Edwin Okon,
8/12/2021,2021/22,2023 NWFL Regular Season,1,B,4:00 PM,"Akure Township Stadium, Ondo State",Sunshine Queens FC,Bayelsa Queens FC,,,0,3,A,Completed,,,,,,,,,Moses Aduku,
15/12/2021,2021/22,2023 NWFL Regular Season,2,B,4:00 PM,"Umuahia Township Stadium, Abia State",Abia Angels FC,Royal Queens FC,,,0,0,D,Completed,,,,,,,,,,
15/12/2021,2021/22,2023 NWFL Regular Season,2,B,4:00 PM,"Uniport Sports Complex, Rivers State",Rivers Angels FC,FC Robo Queens,,,1,0,H,Completed,,,,,,,,,,
15/12/2021,2021/22,2023 NWFL Regular Season,2,B,4:00 PM,"Samson Siasia Stadium, Yenagoa, Bayelsa",Bayelsa Queens FC,Delta Queens FC,,,1,1,D,Completed,,,,,,,,,,
22/12/2021,2021/22,2023 NWFL Regular Season,3,B,4:00 PM,"Warri Township Stadium, Delta State",Royal Queens FC,Rivers Angels FC,,,0,4,A,Completed,,,,,,,,,,
22/12/2021,2021/22,2023 NWFL Regular Season,3,B,4:00 PM,"Legacy Pitch, Surulere, Lagos State",FC Robo Queens,Bayelsa Queens FC,,,1,0,H,Completed,,,,,,,,,,
22/12/2021,2021/22,2023 NWFL Regular Season,3,B,4:00 PM,"Asaba Township Stadium, Delta State",Delta Queens FC,Sunshine Queens FC,,,1,0,H,Completed,,,,,,,,,,
12/1/2022,2021/22,2023 NWFL Regular Season,4,B,4:00 PM,"Samson Siasia Stadium, Yenagoa, Bayelsa",Bayelsa Queens FC,Royal Queens FC,,,3,0,H,Completed,,,,,,,,,,
12/1/2022,2021/22,2023 NWFL Regular Season,4,B,4:00 PM,"Akure Township Stadium, Ondo State",Sunshine Queens FC,FC Robo Queens,,,2,1,H,Completed,,,,,,,,,,
12/1/2022,2021/22,2023 NWFL Regular Season,4,B,4:00 PM,"Uniport Sports Complex, Rivers State",Rivers Angels FC,Abia Angels FC,,,4,0,H,Completed,,,,,,,,,,
19/01/2022,2021/22,2023 NWFL Regular Season,5,B,4:00 PM,"Warri Township Stadium, Delta State",Royal Queens FC,Sunshine Queens FC,2,0,2,0,H,Completed,,"Ayomide Arowokeye(40), Oluwatosin Ogundeko(42)",,,,,,,,
19/01/2022,2021/22,2023 NWFL Regular Season,5,B,4:00 PM,"Legacy Pitch, Surulere, Lagos State",FC Robo Queens,Delta Queens FC,0,0,0,0,D,Completed,,,,,,,,,,
19/01/2022,2021/22,2023 NWFL Regular Season,5,B,4:00 PM,"Umuahia Township Stadium, Abia State",Abia Angels FC,Bayelsa Queens FC,0,0,0,0,D,Completed,,,,,,,,,,
26/01/2022,2021/22,2023 NWFL Regular Season,6,B,4:00 PM,"Asaba Township Stadium, Delta State",Delta Queens FC,Royal Queens FC,3,0,5,1,H,Completed,,"Peace Abbey(14), Taiwo Afolabi(22), Rebbeca Ajegbemile(43), Comfort Folorunsho(52[P]), Chinansa Agoh(87)",Tosin Ogundeko(47),,,"Izogie Joy, Avwenayeri Marvis, Ajadi Becky, Samuel Vera, Nnadi Oluchi, Nyitar Perpetual, Peace Pius, Ogundeko Oluwatosin, Godwin Eunice, Arowokeye Ayomide, Obasi Precious",,,,
26/01/2022,2021/22,2023 NWFL Regular Season,6,B,4:00 PM,"Akure Township Stadium, Ondo State",Sunshine Queens FC,Abia Angels FC,0,1,1,1,D,Completed,,Mariam Abdulwaheed(76),Nmesoma Ibeh(11),,,,,,,
26/01/2022,2021/22,2023 NWFL Regular Season,6,B,4:00 PM,"Samson Siasia Stadium, Yenagoa, Bayelsa",Bayelsa Queens FC,Rivers Angels FC,1,0,1,0,H,Completed,,Itimi Mercy(25),,"Okeke Onyinyechukwu, Edet Glory, Blessing Illivieda, Amanda Mbadi, Momoh Esther, Abidemi Ibe, Itimi Mercy, Kafayat Bashir, Sunday Juliet, Favour Emmanuel, Chinyere Igboamalu",,"12. Adjei Charlotte, 2. Edafe Mamuzo, 4. Kenneth Catherine, 27. Ugah Helen, 6. Ikenokwalu Ifeoma, 26. Titus Happiness, 11. Brume Ikekhua, 8. Ekong Rose, 19. Okwuchukwu Chiamaka, 20. Nku Cecilia, 7. Ezenagu Maryann",,,,
2/2/2022,2021/22,2023 NWFL Regular Season,7,B,4:00 PM,"Warri Township Stadium, Delta State",Royal Queens FC,FC Robo Queens,0,1,0,1,A,Completed,,,Rukayat Oladiti(22),,,,,,,
2/2/2022,2021/22,2023 NWFL Regular Season,7,B,4:00 PM,"Umuahia Township Stadium, Abia State",Abia Angels FC,Delta Queens FC,0,0,0,0,D,Completed,,,,,,,,,,
2/2/2022,2021/22,2023 NWFL Regular Season,7,B,4:00 PM,"Uniport Sports Complex, Rivers State",Rivers Angels FC,Sunshine Queens FC,1,0,2,1,H,Completed,,"Cecilia Nku(17), Vivian Ikechukwu(63)",Mariam Aluko(61),,,,,,,
23/02/2022,2021/22,2023 NWFL Regular Season,8,B,4:00 PM,"Legacy Pitch, Surulere, Lagos State",FC Robo Queens,Royal Queens FC,3,0,3,1,H,Completed,,"Taiwo Lawal(3,27), Kehinde Akinwande(20)",Eunice Godwin(84),"Adegbite Bukola 22, Adeyemo Fasilat 5, Ndubisi Esther 16, Adeboye Esther 6, Akinwande Kehinde 4, Ogbuchi Chidima 12, Lawal Taiwo 9, Oke Maria 8, Ijamilusi Folashade, Oladipo Shukurat 24, Onyenezide Esther 10","Adesoji Esther 27, Falese Omobola 14, Shobowale Rukayat 33, Oladiti Rukayat 18, Ohaeri Miracle 29, Moka. Sylvia 25, Essien Marylene 32, Yahaya Mariam 19",,,,,
23/02/2022,2021/22,2023 NWFL Regular Season,8,B,4:00 PM,"Asaba Township Stadium, Delta State",Delta Queens FC,Abia Angels FC,1,0,2,0,H,Completed,,"Mercy Omokwo(41), Dominance Odubanjo(59)",,"IHUOMA ONUEGBU 21, NNENA WILLIAMS 4, OLUCHI EMEKA. 18, SERAH NNODIM 2, REBECCA ADEGBEMILE 11, FEHINTOLA MBAKANJE 20, ARIT ITU. 34, MERCY OMOKWO 3, CHINAZA AGOH 7, CHISOM HENRY 12, PEACE ABBEY 9","AJAYI OLUWATOBI 30, RACHEAL OKOTETE 29, ALABA OLABIYI 15, FAVOUR DAMARIS, DOMINANCE ODUBANJO 16, ESTHER INYANG 35, GEORGE OFONIME 32, ANDE LIN MGBACHI 28, SAMSON OGHENEEVARE 17","25 RAJI ISLAMIYAT, 23 UJU NGWU(GK), 4 ALABI MUTAIRU, 7 KEHINDE DEBORAH, 8 HANNAH KANU, 32 ASHA OMOLOLA, 27 AYOMIDE OJO, 15 AMARACHI NDUDIM, 11 HAMMED FERANMI, 14 NMESOMA IBEH, 6 VICTORIA EYAKNDUE","30 NGOZI DIKEOGU, 31 ADEKEMI AKINTAN, 19 NKECHI AGAMS, 12 NWAMAKA NNANEME, 10 OVOKE IROREFE, 26 OGOCHUKWU ONU, 20 GLORY GODWIN",,,
23/02/2022,2021/22,2023 NWFL Regular Season,8,B,4:00 PM,"Akure Township Stadium, Ondo State",Sunshine Queens FC,Rivers Angels FC,0,0,0,2,A,Completed,,,"Maryann Ezeanagu(64), Vivian Ikechukwu(83)",,,,,,,
2/3/2022,2021/22,2023 NWFL Regular Season,9,B,4:00 PM,"Umuahia Township Stadium, Abia State",Abia Angels FC,FC Robo Queens,1,0,1,0,H,Completed,,Nkechi Agams(14),,,,,,,,
2/3/2022,2021/22,2023 NWFL Regular Season,9,B,4:00 PM,"Uniport Sports Complex, Rivers State",Rivers Angels FC,Delta Queens FC,1,0,1,0,H,Completed,,Regina Omode(13),,,,,,,,
2/3/2022,2021/22,2023 NWFL Regular Season,9,B,4:00 PM,"Samson Siasia Stadium, Yenagoa, Bayelsa",Bayelsa Queens FC,Sunshine Queens FC,1,0,3,0,H,Completed,,"Etim Edidiong(6), Chinyere Igboamalu(89), Juliet Bassey(90+5[P])",,,,,,,,
9/3/2022,2021/22,2023 NWFL Regular Season,10,B,4:00 PM,"Warri Township Stadium, Delta State",Royal Queens FC,Abia Angels FC,2,0,3,0,H,Completed,,"Eunice Godwin(6), Tosin Ogundeko(28,76)",,"Ruth Ogana 20, Becky Ajadi 2, Osas Enoma 16, Nyitar Perpetual 6, Joy Anthony 33, Vera Samuel 25, Tosin Ogundeko 13, Deborah Peter 35, Eunice Godwin 19, Chinaza Soroibe 34, Rosemary Adesina 8","Emmanuel Goodness 30, Uroko Valentina 5, Goroke Mesindo 18, Obasi Precious 7, Pius Peace 27, Nnadi Oluchi 4, Arowokeye Ayomide 10","23 NGWU UJU (GK), 25 RAJI ISLAMIYAT, 6 EYANKDUE VICTORIA, 27 AYOMIDE OJO, 14 NMESOMA IBEH, 7 DEBORAH KEHINDE, 15 AMARACHI NDUDIM, 19 NKECHI AGAMS, 20 GLORY GODWIN, 8 KANU HANNAH, 32 ASHA OMOLOLA","2 IMMACULATE OFFIONG, 4 ALABI MUTAIRU, 12 NWAMAKA NNANEME, 22 TITILAYO ABDULLAHI, 30 NGOZI DIKEOGU (GK), 21 ESTHER KANU, 11 HAMMED FERANMI",,,
9/3/2022,2021/22,2023 NWFL Regular Season,10,B,4:00 PM,"Legacy Pitch, Surulere, Lagos State",FC Robo Queens,Rivers Angels FC,0,0,2,1,H,Completed,,"Gift Monday(57,62)",Oghenebrume Ikhekua(85),"Adegbite Bukola 22, Ndubisi Esther 16, Essien Marylene 32, Adeboye Esther 6, Oke Maria 8, Adeyemo Fasilat 6, Shobowale Rukayat 33, Akinwande Kehinde, Salami Mary 35, Moka Sylvia 25, Yahaya Mariam 19, Yusuf Misturat 28",,,,,,
9/3/2022,2021/22,2023 NWFL Regular Season,10,B,4:00 PM,"Asaba Township Stadium, Delta State",Delta Queens FC,Bayelsa Queens FC,0,1,2,2,D,Completed,,"Mercy Omokwo(48), Sarah Nnodim(86)","Etim Edidiong(43), Zainab Olapade(54)",,,,,,,
16/03/2022,2021/22,2023 NWFL Regular Season,11,B,4:00 PM,"Uniport Sports Complex, Rivers State",Rivers Angels FC,Royal Queens FC,1,1,1,3,A,Completed,,Maryann Ezeanagu(25),"Tosin Ogundeko(9,67), Rosemary Adesina(52)",,,,,Edwin Okon,,
16/03/2022,2021/22,2023 NWFL Regular Season,11,B,4:00 PM,"Samson Siasia Stadium, Yenagoa, Bayelsa",Bayelsa Queens FC,FC Robo Queens,1,0,2,0,H,Completed,,"Itimi Mercy(15), Etim Edidiong(88)",,,,,,,Osahon Emmanuel,
16/03/2022,2021/22,2023 NWFL Regular Season,11,B,4:00 PM,"Akure Township Stadium, Ondo State",Sunshine Queens FC,Delta Queens FC,0,1,1,3,A,Completed,,Aluba Ogba(54),"Chinansa Agoh(43,0), Effiong Ekpeyong(48)",,,,,,Daniel Evumena,
23/03/2022,2021/22,2023 NWFL Regular Season,12,B,4:00 PM,"Warri Township Stadium, Delta State",Royal Queens FC,Bayelsa Queens FC,0,0,0,1,A,Completed,,,Etim Edidiong(83),,,"Bawou Gabrielle, Edet Glory, Blessing Illivieda, Favour Emmanuel, Alake Kasali, Uzoamaka Igwe, Juliet Bassey, Mercy Itimi, Etim Edidiong, Touta Evanick, Chinyere Igboamalu",,,,
25/03/2022,2021/22,2023 NWFL Regular Season,12,B,4:00 PM,"Legacy Pitch, Surulere, Lagos State",FC Robo Queens,Sunshine Queens FC,0,0,3,0,H,Completed,Rescheduled Game from Mar 23,"Raheemot Adebayo(65), Folashade Ijamilusi(73), Rukayat Shobowale(80)",,"Adegbite Bukola 22, Ndubisi Esther 16, Essien Marylene 32, Adeboye Esther 6, Akinwande Kehinde 4, Adeyemo Fasilat 5, Oladipo Shukurat 24, Oke Maria 8, Ajakaye Opeyemi 20, Ijamilusi Folashade 13, Monday Gift 21","Adesoji Esther 27, Oladiti Rukayat 18, Falese Omobola 14, Shobowale Rukayat 33, Adebayo Raheemot 17, Yusuf Misturat 28, Ohaeri Miracle 29, Oduntan Azeezat 23, Salami Mary 35","Lucky Andy 1, Divine Onwuchekwa 6, Abdulrasheed Mariam 7, Aluba Ogba 5, Ireti Eretan 4, Emereole Juliet 30, Keke Grace 14, Taiwo Ajibade 32, Alheri Ayuba 12, Foluke Opeyori 25, Suliat Ajibade 23","Jennifer Ukam 31, Aganmuyi Kehinde 26, Aidelomo Victoria 33, Salaudeen Kehinde 19, Timilehin Towobola 16, Elizabeth Edward 2, Mary Popoola 8",,,
23/03/2022,2021/22,2023 NWFL Regular Season,12,B,4:00 PM,"Umuahia Township Stadium, Abia State",Abia Angels FC,Rivers Angels FC,0,0,0,0,D,Completed,,,,"23 NGWU UJU, 25 RAJI ISLAMIYAT, 3 MIRACLE USANI, 5 OKENWA CHIDERA, 6 EYANKDUE VICTORIA, 7 DEBORAH KEHINDE, 14 NMESOMA IBEH, 8 HANNAH KANU, 18 NKECHI AGAMS, 12 NWAMAKA NNANEME, 15 NDUDIM AMARACHI",,,,,,
30/03/2022,2021/22,2023 NWFL Regular Season,13,B,4:00 PM,"Akure Township Stadium, Ondo State",Sunshine Queens FC,Royal Queens FC,0,0,1,0,H,Completed,,Ovie Ovoma(55),,"Lucky Andy(GK) 1, Divine Onwuchekwa 6, Abdulrasheed Mariam 7, Aluba Ogba 5, Ireti Eretan 4, Emereole Juliet 30, Keke Grace 14, Taiwo Ajibade 32, Alheri Ayuba 12, Foluke Opeyori 25, Nkor Blessing 9","Ekeh Nelly 22, Ovoma Ovie 8, Omosuyi Ayowunmi 20, Suliat Ajibade 23, Aganmuyi Kehinde 26, Aidelomo Victoria 33, Salaudeen Kehinde 19, Timilehin Towobola 16, Elizabeth Edward 2",,,,,
30/03/2022,2021/22,2023 NWFL Regular Season,13,B,4:00 PM,"Asaba Township Stadium, Delta State",Delta Queens FC,FC Robo Queens,1,0,2,1,H,Completed,,"Chinansa Agoh(1), Racheal Okotete(83)",Gift Monday(47),,,,,,,
30/03/2022,2021/22,2023 NWFL Regular Season,13,B,4:00 PM,"Samson Siasia Stadium, Yenagoa, Bayelsa",Bayelsa Queens FC,Abia Angels FC,2,0,5,0,H,Completed,,"Precious Vincent(4), Kafayat Bashiru(45,60), Etim Edidiong(68), Joy Jerry(88)",,"Bawou Gabrielle(GK), Glory Edet, Blessing Illivieda, Favour Emmanuel, Igwe Uzoamaka, Chinyere Igboamalu, Alake Kasali, Mercy Itimi,Touta Evanick, Precious Vincent, Etim Edidiong",,"Deborah Kehinde 7, Amarachi Ndudim 15, Ayomide Ojo 27, Nkechi Agams 18, Okenwa Chidera 5, Raji Islamiyat 15, Eyankdue Victoria 6, Miracle Usani 3, Nwamaka Nnaneme 12, Nmesoma Ibeh 14, Ngwu Uju(GK) 23","IMMACULATE OFFIONG 2, HANNAH KANU 8, OGOCHUKWU ONU 26, ASHA OMOLOLA 32. MUTAIRU ALABI 4. ESTHER KANU 21. INYENE ETIM 33",,,
6/4/2022,2021/22,2023 NWFL Regular Season,14,B,4:00 PM,"Warri Township Stadium, Delta State",Royal Queens FC,Delta Queens FC,,,0,1,A,Completed,,,,,,,,,,
